SVAM_Green_Sprigatito_Coin	https://archives.bulbagarden.net/media/upload/thumb/8/83/SVAM_Green_Sprigatito_Coin.png/240px-SVAM_Green_Sprigatito_Coin.png
SVAL_Red_Fuecoco_Coin	https://archives.bulbagarden.net/media/upload/thumb/d/d8/SVAL_Red_Fuecoco_Coin.png/240px-SVAL_Red_Fuecoco_Coin.png
SVAW_Blue_Quaxly_Coin	https://archives.bulbagarden.net/media/upload/thumb/d/d9/SVAW_Blue_Quaxly_Coin.png/240px-SVAW_Blue_Quaxly_Coin.png
SVB_Aqua_ex_Coin	https://archives.bulbagarden.net/media/upload/thumb/3/34/SVB_Aqua_ex_Coin.png/240px-SVB_Aqua_ex_Coin.png
ECS_Silver_Poke_Ball_Coin	https://archives.bulbagarden.net/media/upload/thumb/9/96/ECS_Silver_Pok%C3%A9_Ball_Coin.png/240px-ECS_Silver_Pok%C3%A9_Ball_Coin.png
FEC_Silver_Poke_Ball_Coin	https://archives.bulbagarden.net/media/upload/thumb/5/59/FEC_Silver_Pok%C3%A9_Ball_Coin.png/240px-FEC_Silver_Pok%C3%A9_Ball_Coin.png
SVC_Gold_Pikachu_Coin	https://archives.bulbagarden.net/media/upload/thumb/6/63/SVC_Gold_Pikachu_Coin.png/240px-SVC_Gold_Pikachu_Coin.png
SVC_Silver_Pikachu_Coin	https://archives.bulbagarden.net/media/upload/thumb/a/a9/SVC_Silver_Pikachu_Coin.png/240px-SVC_Silver_Pikachu_Coin.png
SVIBL_Gold_Fuecoco_Coin	https://archives.bulbagarden.net/media/upload/5/5d/SVIBL_Gold_Fuecoco_Coin.jpg
ExBD_White_ex_Coin	https://archives.bulbagarden.net/media/upload/thumb/d/d7/ExBD_White_ex_Coin.jpg/240px-ExBD_White_ex_Coin.jpg
PALBL_Gold_Quaxly_Coin	https://archives.bulbagarden.net/media/upload/thumb/6/6a/PALBL_Gold_Quaxly_Coin.jpg/240px-PALBL_Gold_Quaxly_Coin.jpg
SVD_Silver_Pikachu_Coin	https://archives.bulbagarden.net/media/upload/thumb/5/56/SVD_Silver_Pikachu_Coin.png/240px-SVD_Silver_Pikachu_Coin.png
CTVM_Purple_Ditto_Coin	https://archives.bulbagarden.net/media/upload/thumb/c/c1/CTVM_Purple_Ditto_Coin.jpg/240px-CTVM_Purple_Ditto_Coin.jpg
CTVM_Yellow_Psyduck_Coin	https://archives.bulbagarden.net/media/upload/thumb/1/10/CTVM_Yellow_Psyduck_Coin.jpg/240px-CTVM_Yellow_Psyduck_Coin.jpg
CTVM_Pink_Slowpoke_Coin	https://archives.bulbagarden.net/media/upload/thumb/6/6f/CTVM_Pink_Slowpoke_Coin.jpg/240px-CTVM_Pink_Slowpoke_Coin.jpg
CTVM_Silver_Alakazam_Coin	https://archives.bulbagarden.net/media/upload/thumb/f/fc/CTVM_Silver_Alakazam_Coin.jpg/240px-CTVM_Silver_Alakazam_Coin.jpg
